TableName,ColumnName,Exists
CLEAN_INSP_SCAN_RESULTS,SCAN_SUM_OF_DEF_MIN,True
CLEAN_INSP_SCAN_RESULTS,SCAN_SUM_OF_DEF_MAX,True
CLEAN_INSP_SCAN_RESULTS,SCAN_SUM_OF_DEF_AVG,True
CLEAN_INSP_SCAN_RESULTS,SCAN_HAZE_AVG_MIN,True
CLEAN_INSP_SCAN_RESULTS,SCAN_HAZE_AVG_MAX,True
CLEAN_INSP_SCAN_RESULTS,SCAN_HAZE_AVG_AVG,True
CLEAN_INSP_SCAN_RESULTS,SCAN_SIG,True
CLEAN_INSP_SCAN_RESULTS,SCAN_SIG_DTM,True
CLEAN_INSP_SCAN_RESULTS,CASS_ID_SAP,True
CLEAN_INSP_SCAN_RESULTS,SPEC_SURFSCAN_RECIPE,True
CLEAN_INSP_SCAN_RESULTS,SPEC_SS_SAMP_QTY,True
CLEAN_INSP_SCAN_RESULTS,SPEC_SURF_HAZE,True
CLEAN_INSP_SCAN_RESULTS,SPEC_SURF_DEFECTS,True
COMPANY_PHONES,MV_NO,True
COMPANY_PHONES,CO_NO,True
COMPANY_PHONES,PHONES,True
COMPANY_PHONES,PHONE_TYPES,True
PROD_SPEC_PART_NUMS,SEQ,True
PROD_SPEC_PART_NUMS,MV_NO,True
PROD_SPEC_PART_NUMS,PART_NUMS,True
EpiPart,EPI_PN,True
EpiPart,SPEC_TYPE,True
EpiPart,EXPORT_CONTROL,True
HOTH2O2_LOG,SEQ,True
HOTH2O2_LOG,ENTRY_ID,True
HOTH2O2_LOG,ENTRY_DATE,True
HOTH2O2_LOG,DATE_CHANGED,True
HOTH2O2_LOG,TIME_CHANGED,True
HOTH2O2_LOG,H2O2_AMOUNT,True
HOTH2O2_LOG,WATER_AMOUNT,True
HOTH2O2_LOG,TECH_SIG,True
RECIPE_RMOD,SEQ,True
RECIPE_RMOD,MV_NO,True
RECIPE_RMOD,RMOD_FIELD,True
RECIPE_RMOD,RMOD_ID,True
CALIB_LIST,CL_NO,True
CALIB_LIST,CL_TYPE,True
CALIB_LIST,EQ_DESC,True
CALIB_LIST,EQ_SN,True
CALIB_LIST,EQ_LOC,True
CALIB_LIST,EQ_LEVEL,True
CALIB_LIST,EQ_CAL_CLASS,True
CALIB_LIST,STD_DESC,True
CALIB_LIST,STD_SN,True
CALIB_LIST,STD_LOC,True
CALIB_LIST,CAL_INTERVAL,True
CALIB_LIST,CAL_LOC,True
CALIB_LIST,ENTER_DTM,True
CALIB_LIST,LAST_CAL_DT,True
CALIB_LIST,NEXT_CAL_DT,True
CALIB_LIST,CAL_LOC_DESC,True
CALIB_LIST,CAL_NOTES,True
CALIB_LIST,TYPE_DESC,True
COMPANY_INTL_PHONES,MV_NO,True
COMPANY_INTL_PHONES,CO_NO,True
COMPANY_INTL_PHONES,INTL_PHONES,True
COMPANY_INTL_PHONES,INTL_PHONE_TYPES,True
REACTOR_ESCALATION,REACT_NO,True
REACTOR_ESCALATION,MV_NO,True
REACTOR_ESCALATION,ACTIVE_ESCALATION,True
FISCAL_QTR_TARGETS,FISCAL_YR,True
FISCAL_QTR_TARGETS,FISCAL_QTR,True
FISCAL_QTR_TARGETS,MV_NO,True
FISCAL_QTR_TARGETS,THRU_GROUP,True
FISCAL_QTR_TARGETS,THRU_TARGET,True
FISCAL_QTR_TARGETS,THRU_QTY,True
FISCAL_QTR_TARGETS,THRU_PCNT,True
PROD_SPEC_QUOTES,SEQ,True
PROD_SPEC_QUOTES,MV_NO,True
PROD_SPEC_QUOTES,QUOTE_NO,True
RECIPE,SEQ,True
RECIPE,EPI_DOPANT,True
RECIPE,EPI_TEMP,True
RECIPE,EPI_DILUENT,True
RECIPE,EPI_GASES,True
RECIPE,EPI_GASES_UNIT,True
RECIPE,ETCH_TIME,True
RECIPE,NOTES,True
RECIPE,RECIPE_NAME,True
RECIPE,ENTRY_ID,True
RECIPE,ENTRY_DATE,True
RECIPE,EPI_GAS_RATE,True
RECIPE,CAP_BURST,True
RECIPE,CAP_BURST_GASES,True
RECIPE,STATUS,True
RECIPE,ENG_SIG,True
RECIPE,ETCH1_MIN,True
RECIPE,ETCH1_MAX,True
RECIPE,ETCH2_MIN,True
RECIPE,ETCH2_MAX,True
RECIPE,ETCH3_MIN,False
RECIPE,ETCH3_MAX,False
RDS,SEQ,True
RDS,WO,True
RDS,DATE_OUT,True
RDS,SAP_BATCH_NO,True
RDS,REACTOR,True
RDS,REACTOR_TYPE,True
RDS,WFRS_OUT,True
RDS,WAFER_MM,True
RDS,CUST_NAME,True
RDS,CUST_NO,True
RDS,PART_NUM,True
RDS,PROD_SPEC_ID,True
RDS,SUB_PART_NUM,True
RDS,SUB_PART_MFG,True
RDS,LOT_NUM,True
RDS,THICK_MIN,True
RDS,THICK_TARGET,True
RDS,THICK_MAX,True
RDS,RES_MIN,True
RDS,RES_TARGET,True
RDS,RES_MAX,True
RDS,L80_THICK,True
RDS,L70_THICK,True
RDS,L60_THICK,True
RDS,L50_THICK,True
RDS,L40_THICK,True
RDS,L30_THICK,True
RDS,L20_THICK,True
RDS,L10_THICK,True
RDS,C_THICK,True
RDS,R10_THICK,True
RDS,R20_THICK,True
RDS,R30_THICK,True
RDS,R40_THICK,True
RDS,R50_THICK,True
RDS,R60_THICK,True
RDS,R70_THICK,True
RDS,R80_THICK,True
RDS,THICK_AVG,True
RDS,THICK_STDEV,True
RDS,L80_RES,True
RDS,L70_RES,True
RDS,L60_RES,True
RDS,L50_RES,True
RDS,L40_RES,True
RDS,L30_RES,True
RDS,L20_RES,True
RDS,L10_RES,True
RDS,C_RES,True
RDS,R10_RES,True
RDS,R20_RES,True
RDS,R30_RES,True
RDS,R40_RES,True
RDS,R50_RES,True
RDS,R60_RES,True
RDS,R70_RES,True
RDS,R80_RES,True
RDS,RES_AVG,True
RDS,RES_STDEV,True
RDS,THICK_TARGET_TOT,True
RDS,TW_PROD,False
RDS,CUST_TOT_REJ,False
RDS,LSL_TOT_REJ,False
CLEAN_INSP_INSP_VER_SIG,CI_NO,True
CLEAN_INSP_INSP_VER_SIG,MV_NO,True
CLEAN_INSP_INSP_VER_SIG,INSP_VER_SIG,True
CLEAN_INSP_INSP_VER_SIG,INSP_VER_SIG_DTM,True
COMPANY_ADDRESS_LINES,MV_NO,True
COMPANY_ADDRESS_LINES,CO_NO,True
COMPANY_ADDRESS_LINES,ADDRESS,True
REACTOR_ESC_START_DTM,REACT_NO,True
REACTOR_ESC_START_DTM,MV_NO,True
REACTOR_ESC_START_DTM,ESC_START_DTM,True
MEG_LOG,SEQ,True
MEG_LOG,ENTRY_ID,True
MEG_LOG,ENTRY_DATE,True
MEG_LOG,DATE_CHANGED,True
MEG_LOG,TIME_CHANGED,True
MEG_LOG,A_LOT,True
MEG_LOG,P_LOT,True
MEG_LOG,TECH_SIG,True
PROD_SPEC_RATIOS,SEQ,True
PROD_SPEC_RATIOS,MV_NO,True
PROD_SPEC_RATIOS,RATIOS,True
WO_MAT_SIG_PROFILE_AUDIT,ID,True
WO_MAT_SIG_PROFILE_AUDIT,DATE_ADDED,True
WO_MAT_SIG_PROFILE_AUDIT,NEW_SIG_DTM,True
WO_MAT_SIG_PROFILE_AUDIT,OLD_SIG_DTM,True
WO_MAT_SIG_PROFILE_AUDIT,WO_NO,True
WO_MAT_SIG_PROFILE_AUDIT,CASS_NO,True
WO_MAT_SIG_PROFILE_AUDIT,SIG_PROFILE,True
WO_MAT_SIG_PROFILE_AUDIT,SIGNATURE,True
WO_MAT_SIG_PROFILE_AUDIT,CASS_ID_SAP,True
WO_MAT_SIG_PROFILE_AUDIT,INV_WH_DESC,True
WO_MAT_SIG_PROFILE_AUDIT,INV_LOC_DESC,True
WO_MAT_SIG_PROFILE_AUDIT,INV_TOOL_ID,True
WO_MAT_SIG_PROFILE_AUDIT,INV_LOCATION,True
WO_MAT_SIG_PROFILE_AUDIT,CURR_LOCATION,True
WO_MAT_SIG_PROFILE_AUDIT,MU_BOX,True
WO_MAT_SIG_PROFILE_AUDIT,CURR_WFR_CNT,True
WO_MAT_SIG_PROFILE_AUDIT,LOAD_WFR_CNT,True
WO_MAT_SIG_PROFILE_AUDIT,MV_NO,True
WM_OUT_NCR_KEYS,WO_NO,True
WM_OUT_NCR_KEYS,PROC_STEP_NO,True
WM_OUT_NCR_KEYS,OUT_CASS_NO,True
WM_OUT_NCR_KEYS,MV_NO,True
WM_OUT_NCR_KEYS,NCR_NOS,True
WM_OUT_NCR_KEYS,NCR_STATUS,True
WM_OUT_NCR_KEYS,NCR_REJ_CNT,True
WM_OUT_NCR_KEYS,NCR_LOSS_BY,True
WM_OUT_NCR_KEYS,NCR_LOSS_STAGE,True
WM_OUT_NCR_KEYS,NCR_LOSS_DESC,True
WM_OUT_NCR_KEYS,NCR_LOSS_COMMENT,True
COMPANY_BILL_TO_ADDRESS_LINES,MV_NO,True
COMPANY_BILL_TO_ADDRESS_LINES,CO_NO,True
COMPANY_BILL_TO_ADDRESS_LINES,BILL_TO_ADDRESS,True
WO_LOG_RX_BY,WO,True
WO_LOG_RX_BY,MV_NO,True
WO_LOG_RX_BY,RX_BY,True
PROD_SPEC_SUB_PARTS,SEQ,True
PROD_SPEC_SUB_PARTS,MV_NO,True
PROD_SPEC_SUB_PARTS,SUB_PART_NUMS,True
PROD_SPEC_SUB_PARTS,SUB_WAFER_MFG,True
WM_OUT_MET_TEST,WO_NO,True
WM_OUT_MET_TEST,PROC_STEP_NO,True
WM_OUT_MET_TEST,OUT_CASS_NO,True
WM_OUT_MET_TEST,MV_NO,True
WM_OUT_MET_TEST,MET_TEST,True
WM_OUT_MET_TEST,MET_TEST_DESC,True
WM_OUT_MET_TEST,MET_SLOT,True
WM_OUT_MET_TEST,MET_SLOT_DESC,True
WM_OUT_MET_TEST,MET_MIN,True
WM_OUT_MET_TEST,MET_MAX,True
WM_OUT_MET_TEST,MET_RESULT,True
WM_OUT_MET_TEST,MET_SIG,True
WM_OUT_MET_TEST,MET_SIG_DTM,True
TOOL_TOOL_CLASS,TOOL_ID,True
TOOL_TOOL_CLASS,MV_NO,True
TOOL_TOOL_CLASS,CLASS,True
COC_CASS_ID_SAP,SEQ,True
COC_CASS_ID_SAP,MV_NO,True
COC_CASS_ID_SAP,CASS_ID_SAP,True
CLEAN_INSP,CI_NO,True
CLEAN_INSP,WO_NO,True
CLEAN_INSP,WO_STEP,True
CLEAN_INSP,CASS_NO,True
CLEAN_INSP,STAGE,True
CLEAN_INSP,RDS_NO,True
CLEAN_INSP,SPEC_BRIGHTLIGHT,True
CLEAN_INSP,SPEC_MICROSCOPE,True
CLEAN_INSP,SPEC_SURFSCAN,True
CLEAN_INSP,SPEC_SURFSCAN_RECIPE,True
CLEAN_INSP,SPEC_CLEAN_SUBOXIDE,True
CLEAN_INSP,SPEC_CLEAN_OXIDE_ANGSTROMS,True
CLEAN_INSP,SPEC_CLEAN_TOOL,True
CLEAN_INSP,SPEC_CLEAN_AKRION_RECIPE,True
CLEAN_INSP,SPEC_SURF_HAZE,True
CLEAN_INSP,SPEC_SURF_DEFECTS,True
CLEAN_INSP,SPEC_PITS,True
CLEAN_INSP,SPEC_MOUNDS,True
CLEAN_INSP,SPEC_BL_DEFECTS,True
CLEAN_INSP,SPEC_SPOTS,True
CLEAN_INSP,SPEC_FOV,True
CLEAN_INSP,SPEC_SCRATCHES,True
CLEAN_INSP,SPEC_SCRATCH_LEN,True
CLEAN_INSP,SPEC_LPD,True
CLEAN_INSP,SPEC_STACK_FAULTS,True
CLEAN_INSP,SPEC_SPIKES,True
CLEAN_INSP,SPEC_FWI_LWI,True
CLEAN_INSP,SPEC_SS_SAMP_QTY,True
CLEAN_INSP,COMMENTS,True
CLEAN_INSP,SPC_DTM,True
CLEAN_INSP,JCH_WAFER_CNT,True
CLEAN_INSP,SHIFT,True
CLEAN_INSP,CURR_STATUS,True
CLEAN_INSP,POST_CLEAN_SS_SAMP_QTY,True
CLEAN_INSP,REACT_NO,True
CLEAN_INSP,WAFER_CNT,True
CLEAN_INSP,WAFER_SIZE,True
CLEAN_INSP,CASS_ID_SAP,True
CLEAN_INSP,CURR_WFR_CNT,True
COMPANY_SHIP_TO_ADDRESS_LINES,MV_NO,True
COMPANY_SHIP_TO_ADDRESS_LINES,CO_NO,True
COMPANY_SHIP_TO_ADDRESS_LINES,SHIP_TO_ADDRESS,True
PROD_SPEC_EMAIL_NOTIF,SEQ,True
PROD_SPEC_EMAIL_NOTIF,MV_NO,True
PROD_SPEC_EMAIL_NOTIF,SHIP_EMAIL_NOTIF,True
WO_MAT_SLOT_NO,WO_NO,True
WO_MAT_SLOT_NO,CASS_NO,True
WO_MAT_SLOT_NO,MV_NO,True
WO_MAT_SLOT_NO,SLOT_NO,True
WO_MAT_SLOT_NO,SLOT_NCR,True
WO_MAT_SLOT_NO,SLOT_MET_NO,True
WO_MAT_SLOT_NO,SLOT_MOVED_TO,True
WO_MAT_SLOT_NO,SLOT_REP_WAFER_ID,True
WO_MAT_SLOT_NO,SLOT_WAFER_ID,True
NCR_SLOTS,SEQ,True
NCR_SLOTS,MV_NO,True
NCR_SLOTS,SLOT_NO,True
NCR_SLOTS,CASS_NO,True
NCR_SLOTS,POCKET_NO,True
NCR_SLOTS,OUT_CASS_NO,True
NCR_SLOTS,OUT_SLOT_NO,True
NCR_SLOTS,WM_RDS_NO,True
NCR_SLOTS,ZONE,True
NCR_SLOTS,REJ_WAFER_ID,True
NCR_SLOTS,PREV_NCR_NO,True
NCR_SLOTS,REJ_MET_NO,True
NCR_SLOTS,MU_WO_NO,True
NCR_SLOTS,MU_STEP,True
NCR_SLOTS,MU_CASS,True
NCR_SLOTS,MU_SLOT,True
WO_MAT_MU_CASS_IDS_SAP,WO_NO,True
WO_MAT_MU_CASS_IDS_SAP,CASS_NO,True
WO_MAT_MU_CASS_IDS_SAP,MV_NO,True
WO_MAT_MU_CASS_IDS_SAP,MU_CASS_IDS_SAP,True
COMPANY_VREMIT_ADDR_LINES,MV_NO,True
COMPANY_VREMIT_ADDR_LINES,CO_NO,True
COMPANY_VREMIT_ADDR_LINES,VREMIT_ADDR,True
PROD_SPEC_QUAL_REACTS,SEQ,True
PROD_SPEC_QUAL_REACTS,MV_NO,True
PROD_SPEC_QUAL_REACTS,QUAL_REACTS,True
PROD_SPEC_QUAL_REACTS,BLOCKED_REACTS,True
RDS_TEST_TW,MET_NO,True
RDS_TEST_TW,MV_NO,True
RDS_TEST_TW,TW_TYPE,True
RDS_TEST_TW,TW_CNT,True
RDS_TEST_TW,TW_CODE,True
RDS_TEST_TW,TW_CON,True
RDS_TEST_TW,TW_RES,True
RDS_TEST_TW,TW_RHO,True
RDS_TEST_TW,TW_STRESS,True
RDS_TEST_TW,TW_THICK,True
RDS_TEST_TW,TW_TOOL,True
RDS_TEST_TW,TW_TRANS,True
RDS_TEST_TW,TW_SIG,True
RDS_TEST_TW,TW_SIG_DTM,True
RDS_TEST_TW,TW_HRS_SINCE_PERIOD,True
RDS_TEST_TW,TW_HRS_ESC,True
RDS_TEST_TW,TW_WAFER_ID,True
GAN_THEO_CYCLE_TIME,ID,True
GAN_THEO_CYCLE_TIME,PART_NO,True
GAN_THEO_CYCLE_TIME,STAGE,True
GAN_THEO_CYCLE_TIME,RECIPE_TIME,True
GAN_THEO_CYCLE_TIME,OPERATOR_TOUCH_TIME,True
GAN_THEO_CYCLE_TIME,RUNS_PER_WEEK,True
PROD_SPEC_CUST_PART,SEQ,True
PROD_SPEC_CUST_PART,MV_NO,True
PROD_SPEC_CUST_PART,CUST_PART_NO,True
PROD_SPEC_CUST_PART,PN_DESC,True
PROD_SPEC_CUST_PART,INBOUND_CUST_PART_NO,True
WM_OUT_THICK_MIN_ALL,WO_NO,True
WM_OUT_THICK_MIN_ALL,PROC_STEP_NO,True
WM_OUT_THICK_MIN_ALL,OUT_CASS_NO,True
WM_OUT_THICK_MIN_ALL,MV_NO,True
WM_OUT_THICK_MIN_ALL,RDS_LS_ID,True
WM_OUT_THICK_MIN_ALL,THICK_MIN_ALL,True
WM_OUT_THICK_MIN_ALL,THICK_TARGET_ALL,True
WM_OUT_THICK_MIN_ALL,THICK_MAX_ALL,True
WM_OUT_THICK_MIN_ALL,THICK_UNITS_ALL,True
GAN_CYCLE_TIME_TMP,ID,True
GAN_CYCLE_TIME_TMP,WO_NO,True
GAN_CYCLE_TIME_TMP,RUN_ID,True
GAN_CYCLE_TIME_TMP,RDS_NO,True
GAN_CYCLE_TIME_TMP,RECIPE,True
GAN_CYCLE_TIME_TMP,PART_NO,True
GAN_CYCLE_TIME_TMP,PSN_NO,True
GAN_CYCLE_TIME_TMP,STAGE_NAME,True
GAN_CYCLE_TIME_TMP,TOOL_CLASS,True
GAN_CYCLE_TIME_TMP,TOOL,True
GAN_CYCLE_TIME_TMP,START_DTM,True
GAN_CYCLE_TIME_TMP,STOP_DTM,True
GAN_CYCLE_TIME_TMP,OPERATOR_START,True
GAN_CYCLE_TIME_TMP,OPERATOR_STOP,True
GAN_CYCLE_TIME_TMP,WFR_SCRIBE,True
GAN_CYCLE_TIME_TMP,REACTOR,True
REACT_UTIL,SEQ,True
REACT_UTIL,REACTOR,True
REACT_UTIL,MODE,True
REACT_UTIL,START_DATE,True
REACT_UTIL,START_TIME,True
REACT_UTIL,END_DATE,True
REACT_UTIL,END_TIME,True
REACT_UTIL,MODE_START_USER,True
REACT_UTIL,MODE_FINISH_USER,True
REACT_UTIL,WO,True
REACT_UTIL,CUST_NO,True
REACT_UTIL,REACTOR_LOG_ID,True
REACT_UTIL,NOTES,True
REACT_UTIL,END_DTM,True
REACT_UTIL,HRS_IN_MODE,True
REACT_UTIL,START_DTM,True
PROD_SPEC_MOD_INFO,SEQ,True
PROD_SPEC_MOD_INFO,MV_NO,True
PROD_SPEC_MOD_INFO,MOD_ID,True
PROD_SPEC_MOD_INFO,MOD_DATE,True
WO_MAT_NCR_KEYS,WO_NO,True
WO_MAT_NCR_KEYS,CASS_NO,True
WO_MAT_NCR_KEYS,MV_NO,True
WO_MAT_NCR_KEYS,NCR_KEYS,True
WO_MAT_NCR_KEYS,NCR_FINAL_SIG,True
WO_MAT_NCR_KEYS,NCR_FINAL_SIG_DTM,True
WO_MAT_NCR_KEYS,NCR_LOSS_BY,True
WO_MAT_NCR_KEYS,NCR_LOSS_COMMENT,True
WO_MAT_NCR_KEYS,NCR_LOSS_DESC,True
WO_MAT_NCR_KEYS,NCR_LOSS_STAGE,True
WO_MAT_NCR_KEYS,NCR_REJ_CNT,True
WO_MAT_NCR_KEYS,NCR_STATUS,True
vw_ReacChangeKPI,ReacChangeKPI,True
vw_ReacChangeKPI,Out,True
vw_ReacChangeKPI,REACTOR,True
vw_ReacChangeKPI,PrevReactor,True
vw_ReacChangeKPI,THICK_TARGET,True
vw_ReacChangeKPI,PREV_TARGET,True
vw_Cpk,Measure,True
vw_Cpk,Result,True
vw_Cpk,THICK_MAX,True
vw_Cpk,THICK_MIN,True
vw_Cpk,DATE_OUT,True
vw_Cpk,PROD_SPEC_ID,True
vw_Cpk,REACTOR_TYPE,True
vw_Cpk,PART_NUM,True
RDS_TEST_STRESS,MET_NO,True
RDS_TEST_STRESS,MV_NO,True
RDS_TEST_STRESS,STRESS_BORON,True
RDS_TEST_STRESS,STRESS_GEH4,True
RDS_TEST_STRESS,STRESS_MPS,True
vw_Moves,RDSid,True
vw_Moves,WOid,True
vw_Moves,DATE_OUT,True
vw_Moves,InQty,True
vw_Moves,OutQty,True
vw_Moves,WFR_UNLOAD_QTY,True
vw_Moves,RECIPE_NAME,True
vw_Moves,RECIPE_NO,True
vw_Moves,Scrap,True
vw_Moves,YieldOuts,True
vw_Moves,TimeIn,True
vw_Moves,TimeOut,True
vw_Moves,PT,True
vw_Moves,Reactor,True
vw_Moves,Workcenter,True
vw_Moves,Custid,True
vw_Moves,Customer,True
vw_Moves,PSNid,True
vw_Moves,Partid,True
vw_Moves,Lotid,True
vw_Moves,SAPBatchid,True
vw_Moves,Radius,True
vw_Moves,TThickness,True
vw_Moves,Volume,True
vw_Moves,Equiv8,True
WO_MAST_SCHED,APPT,True
WO_MAST_SCHED,WO_NO,True
WO_MAST_SCHED,RDS_COMP,True
WO_MAST_SCHED,EVENT,True
WO_MAST_SCHED,HOT,True
WO_MAST_SCHED,PSN_NO,True
WO_MAST_SCHED,RELEASED,True
WO_MAST_SCHED,CUST_NO,True
WO_MAST_SCHED,WO_STATUS,True
WO_MAST_SCHED,RDS_COUNT,True
WO_MAST_SCHED,NOTES,True
WO_MAST_SCHED,PART_NO,True
WO_MAST_SCHED,EPI_PART_NO,True
WO_MAST_SCHED,SCHED_DT,True
WO_MAST_SCHED,START_DATE,True
WO_MAST_SCHED,REACT_NO,True
WO_MAST_SCHED,START_TIME,True
WO_MAST_SCHED,LOCKED,True
WO_MAST_SCHED,TAR_THICK,True
WO_MAST_SCHED,TAR_RESIST,True
WO_MAST_SCHED,PROC_TIME,True
WO_MAST_SCHED,END_DATE,True
WO_MAST_SCHED,END_TIME,True
WO_MAST_SCHED,DOPANT,True
WO_MAST_SCHED,SOURCE_GAS,True
WO_MAST_SCHED,RUN_TYPE,True
WO_MAST_SCHED,QUALIFIED,True
WO_MAST_SCHED,BLOCKED,True
WO_MAST_SCHED,FIXED_PROC_TIME,True
WO_MAST_SCHED,STOPPAGE,True
WO_MAST_SCHED,LAST_MODIFIED_BY,True
WO_MAST_SCHED,LAST_MODIFIED_DATE,True
WO_MAST_SCHED,LAST_MODIFIED_TIME,True
WO_MAT_RDS_NO,WO_NO,True
WO_MAT_RDS_NO,CASS_NO,True
WO_MAT_RDS_NO,MV_NO,True
WO_MAT_RDS_NO,RDS_NO,True
WO_MAT_RDS_NO,RDS_FINAL_SIG,True
WO_MAT_RDS_NO,RDS_FINAL_SIG_DTM,True
WO_MAT_RDS_NO,WO_STEP_NO,True
WO_MAT_RDS_NO,WO_STEP_PS_NO,True
WO_MAT_RDS_NO,WO_STEP_PRE_CLEAN,True
WO_MAT_RDS_NO,RDS_RUN_STATUS,True
WO_MAT_RDS_NO,RDS_WFRS_OUT_NOMU,True
REACT_STATUS_LOAD,REACT_NO,True
REACT_STATUS_LOAD,MV_NO,True
REACT_STATUS_LOAD,UNLOAD_DTM,True
REACT_STATUS_LOAD,LOAD_CASS_ID,True
REACT_STATUS_LOAD,LOAD_DTM,True
REACT_STATUS_LOAD,UNLOAD_CASS_ID,True
REACT_STATUS_LOAD,LOAD_RDS,False
REACT_STATUS_LOAD,LOAD_RDS_DTM,False
REACT_STATUS_LOAD,UNLOAD_RDS,False
REACT_STATUS_LOAD,UNLOAD_RDS_DTM,False
WO_MAST_SCHED_WO_STEP_KEY,APPT,True
WO_MAST_SCHED_WO_STEP_KEY,MV_NO,True
WO_MAST_SCHED_WO_STEP_KEY,WO_STEP_KEY,True
WO_MAT_WMI_SLOT_NO,WO_NO,True
WO_MAT_WMI_SLOT_NO,CASS_NO,True
WO_MAT_WMI_SLOT_NO,MV_NO,True
WO_MAT_WMI_SLOT_NO,WMI_KEY,True
WO_MAT_WMI_SLOT_NO,WMI_SLOT_NO,True
WO_MAT_WMI_SLOT_NO,WMI_RDS_NO,True
WO_MAT_WMI_SLOT_NO,WMI_POCKET_NO,True
WO_MAT_WMI_SLOT_NO,WMI_SLOT_NCR,True
WO_MAT_WMO_SLOT_NO,WO_NO,True
WO_MAT_WMO_SLOT_NO,CASS_NO,True
WO_MAT_WMO_SLOT_NO,MV_NO,True
WO_MAT_WMO_SLOT_NO,WMO_KEY,True
WO_MAT_WMO_SLOT_NO,EPO_SLOT,True
WO_MAT_WMO_SLOT_NO,WMO_RDS_NO,True
WO_MAT_WMO_SLOT_NO,WMO_POCKET,True
WO_MAT_WMO_SLOT_NO,WMO_SLOT_NCR,True
WM_OUT,WO_NO,True
WM_OUT,PROC_STEP_NO,True
WM_OUT,OUT_CASS_NO,True
WM_OUT,POST_CODE,True
WM_OUT,POST_BOAT_ID,True
WM_OUT,POST_SRD_NO,True
WM_OUT,POST_EPI_SIG,True
WM_OUT,POST_EPI_SIG_DTM,True
WM_OUT,POST_PITS,True
WM_OUT,POST_MOUNDS,True
WM_OUT,POST_STACK_FAULTS,True
WM_OUT,POST_SPOTS,True
WM_OUT,POST_FOV,True
WM_OUT,POST_BL_DEFECTS,True
WM_OUT,POST_SPIKES,True
WM_OUT,POST_SCRATCHES,True
WM_OUT,POST_SCRATCH_LEN,True
WM_OUT,LPD_FIRSTWAFER,True
WM_OUT,LPD_POSTCLEAN,True
WM_OUT,SHIFT,True
